[2024-03-10 13:23:22,223 INFO] Vocab size: 38622
[2024-03-10 13:23:22,223 INFO] EmotionVocab Size: 32
[2024-03-10 13:23:23,936 INFO] Training data size: 40252
[2024-03-10 13:23:23,936 INFO] Valid data size: 5736
[2024-03-10 13:23:23,936 INFO] Test data size: 307
[2024-03-10 13:23:32,639 INFO] loading emotion model...
[2024-03-10 13:23:38,819 INFO] S-0	<CLS> Help. Help me. I dunno what I'm doing anymore <SEP>
[2024-03-10 13:23:38,824 INFO] T-52	<BOS> When I read this, I had to think of a girl in our company. I saw her like 2-3 days a week, always with a sad face. So, one day I just asked her, if everything is allright. She said Yes, of course, thanks. How about you? I answered with I'm fine. But I don't believe you. If you're ok, why can't you smile for just... one moment? She said: ... I never knew, that it was that obviously. No one ever told me that. I answered: I guess plenty of people know that something isn't ok with you, but most people just care about their own shit or just don't know what to say. If you wanna talk... I'm here. She ended the dialouge with Thank you.... And she never wrote me again since then. I felt bad somehow. On the one hand, I just wanted to help, but she refused it somehow or I scared her too much. On the other hand... maybe I just made it worse for her, and that's of course not what I wanted. The human mind is a thing, no one can explain. It's infinite. <EOS>
[2024-03-10 13:23:38,824 INFO] H-52	that is a tough situation .
[2024-03-10 13:23:38,824 INFO] S-53	<CLS> I can't even drink to escape my sorrows because I can't stand the taste of alcoholic drinks. So at least you guys have that going for you haha. <SEP>
[2024-03-10 13:23:38,824 INFO] T-53	<BOS> Weed make my sorrow funny <EOS>
[2024-03-10 13:23:38,824 INFO] H-53	oh no ! i am so sorry to hear that .
[2024-03-10 13:23:38,824 INFO] S-54	<CLS> I think God laughed the day he put me on this Earth.. Depression is the cruelest punishment of all. <SEP>
[2024-03-10 13:23:38,824 INFO] T-54	<BOS> He's laughing at all of us, that sick fuck. <EOS>
[2024-03-10 13:23:38,824 INFO] H-54	oh no ! did you have any of the truck ?
[2024-03-10 13:23:38,824 INFO] S-55	<CLS> Anyone feel homesickness at home. I know that sounds strange but I think that's the best way to articulate it. <SEP>
[2024-03-10 13:23:38,824 INFO] T-55	<BOS> No time to find link right now, but Sarah Silverman said exactly this in her interview with Terry Gross on Fresh Air a few months ago. <EOS>
[2024-03-10 13:23:38,824 INFO] H-55	i can understand that . i hate being alone in a city too
[2024-03-10 13:23:38,824 INFO] S-56	<CLS> hit a big depressive dip recently.. a combination of parents yelling at me, dissatisfaction at life, and mixed feelings about everything brought me into a low point again. i feel like i've broken yet another thing inside me. <SEP>
[2024-03-10 13:23:38,824 INFO] T-56	<BOS> I was like this at 16-18 all I wanted to do was sit in front of my computer and not leave the house. It wasn't like I was actually doing anything productive but on youtube / games I was just rotting and completely ok with it because it stopped me feeling that deep void inside and the negative voice. I am now 28. Iv'e managed to find a little bit more of a balance between technology and life but I am still depressed and cycle in and out of this. I would look into an addiction though, it is possible to be addicted to electronics (especially gaming and the internet). If you feel like you're agitated and your depression is linked into computer usage you might want to consider that your depression and negativity is linked into an addiction. <EOS>
[2024-03-10 13:23:38,824 INFO] H-56	that 's awful , i hope you can get some compensation and it was n't coffee .
[2024-03-10 13:23:38,824 INFO] S-57	<CLS> Stress fasting?. Do you folk get it? When it gets rough I pretty much won't eat for 4-7 days <SEP>
[2024-03-10 13:23:38,824 INFO] T-57	<BOS> I have the opposite problem. I eat and eat and eat when depressed. Sometimes when I have bad anxiety I eat though. <EOS>
[2024-03-10 13:23:38,824 INFO] H-57	that 's awesome . i 'm happy for you .
[2024-03-10 13:23:38,824 INFO] S-58	<CLS> What did you live through in 2018?. Every year, my mom has the family reflect on things that we've gotten through during the year. Good or bad, we made it through something. So now, I'm asking you the same thing: What's something you lived through in 2018 that you can now say, I made it through. &amp;#x200B; What I lived through: losing all of my friends but making a new one, concerts, trip out of my home state, and making photography work I can be proud of now, getting on stable meds. <SEP>
[2024-03-10 13:23:38,824 INFO] T-58	<BOS> very cool accomplishments! a photographer as well, love to see some of your work if you wanna share. at the end of last year my girlfriend of two and a half years left me, i had to move back home with my parents and lost all but one of my friends. but it pushed me to finally come out as trans and get hormone therapy. one year later and i feel like myself for the first time in 22 years. a few months ago i stood up to my shithead boss and quit my job working repossession. i really miss the money but miss slaving away for 80 hours a week and now looking into getting a job dreamed of since i was in highschool. sometimes things really do happen for a reason. <EOS>
[2024-03-10 13:23:38,824 INFO] H-58	that 's great . i 'm glad you did n't get to ride in the other day .
[2024-03-10 13:23:38,824 INFO] S-59	<CLS> Depression and Anger are best friends if not the same entity.. I'm at the point in my depression spectrum where everything makes me angry. All day I experience silent rage. Things piss me off more than they did before. And this is the way i isolate myself without knowing it at times. My family tells me they don't know who I am anymore, they ask why I'm mad all the time. My partner does not get fair treatment from how shitty I treat him. My whole life is that feeling you get when your mom tells you to take out the garbage right before you're about to go sleep. Little inconvenience after little inconvenience turns into full on discomfort being awake and always being pissed off you have to do anything at all. I don't know how to not be mad anymore and it scares me. <SEP>
[2024-03-10 13:23:38,824 INFO] T-59	<BOS> I feel the same way. I'm angry and depressed. It takes a lot out of me emotionally to do little things like run errands. I hate interacting with people. They state at me funny and act like I'm scary which makes me angry. It's exhausting. <EOS>
[2024-03-10 13:23:38,824 INFO] H-59	i know right . i 'm sorry you had to deal with that .
[2024-03-10 13:23:38,824 INFO] S-60	<CLS> Anyone else have a hard time this time of year? Looking for some help.. I have 2 kids and am having such a hard time getting into the Christmas spirit. The darkness makes me tired all the time and I feel like doing anything but going to bed. <SEP>
[2024-03-10 13:23:38,824 INFO] T-60	<BOS> Personally I hate Christmas and all the Christmas spirit crap. <EOS>
[2024-03-10 13:23:38,825 INFO] H-60	that 's really cool . i hope you have a great time !
[2024-03-10 13:23:38,825 INFO] S-61	<CLS> Anyone else feel incapable of being happy?. No matter how good things are I just can't seem to be happy. <SEP>
[2024-03-10 13:23:38,825 INFO] T-61	<BOS> I just feel like I don't have a purpose. Like while I need things to survive. The things I need don't need me. <EOS>
[2024-03-10 13:23:38,825 INFO] H-61	that is good to hear . i am glad you are feeling well .
[2024-03-10 13:23:38,825 INFO] S-62	<CLS> I cried for no reason in a public place. That was the first time I really cried in a crowded place. <SEP>
[2024-03-10 13:23:38,825 INFO] T-62	<BOS> I was close to doing this so many times. <EOS>
[2024-03-10 13:23:38,825 INFO] H-62	that 's good . did you get a new one ?
[2024-03-10 13:23:38,825 INFO] S-63	<CLS> im at my lowest point in life. i keep on failing at everything i do, i have no reason to live. Please help i cant do this anymore. Its become too big for me, i have no idea or hope on what to do. Please, help. <SEP>
[2024-03-10 13:23:38,825 INFO] T-63	<BOS> I'm here. I'll try to help. <EOS>
[2024-03-10 13:23:38,825 INFO] H-63	i am sorry to hear that . i hope you can find something to talk to .
[2024-03-10 13:23:41,521 INFO] S-64	<CLS> Got back from therapist.. and it was useless... she only questioned me why i dont work and why i dont have any meaning in this life... useless visit for a useless person.. well i guess its time to stop this.. <SEP>
[2024-03-10 13:23:41,521 INFO] T-64	<BOS> I felt this EXACT way when I first went as well. I felt like it was a grilling of my life, and I even tried to lie and say that I'm mostly 100% happy with my life and that I just wish I had more friends and cleaned the house more. YEAH RIGHT. I'm a mess a lot of the time and have so many problems I dont know where to begin. Eventually once I started to know my therapist and dive into the smaller issues, did she really start to open up and I opened up myself as well. Keep going. The first day is the hardest I think <EOS>
[2024-03-10 13:23:41,521 INFO] H-64	that is a good reason to do .
[2024-03-10 13:23:41,521 INFO] S-65	<CLS> Have you ever just stared blankly at a car's headlights as it speeds towards you, wishing that it would it would hit and kill you instantaneously?. You close your eyes accepting the promised bliss of death... and the car stops. You slowly sink bank to reality as you open your eyes again and walk on. <SEP>
[2024-03-10 13:23:41,521 INFO] T-65	<BOS> One of my old therapists used to tell me that these were still considered suicidal thoughts even though I actively planning to do anything. I always told her it was just wishful thinking. Lol. <EOS>
[2024-03-10 13:23:41,521 INFO] H-65	i 'm sorry to hear that . i hope you find someone to help .
[2024-03-10 13:23:41,521 INFO] S-66	<CLS> Wish my parents would die so I could commit suicide. I don't want to be alive. <SEP>
[2024-03-10 13:23:41,521 INFO] T-66	<BOS> My current goal is to outlive everyone that cares about me. It seems like the nicest thing I can do for them, and it also grants me a chance to figure stuff out. All of my self-preservation instincts are driven off of the pain I would cause loved ones if something were to happen to me, in all situations, and that fear is what keeps me going during the worst of it. If you can't do it for yourself, try to carry on for someone you care about. <EOS>
[2024-03-10 13:23:41,521 INFO] H-66	i know right . i have been there .
[2024-03-10 13:23:41,521 INFO] S-67	<CLS> My dog ran away today.. It's my fault, I left the gate wide open. I feel like shit. <SEP>
[2024-03-10 13:23:41,522 INFO] T-67	<BOS> It really is one of the worst feelings. My dog who was my best friend for 6 years was just gone one day when I got home. That was about two years ago and I still miss my buddy <EOS>
[2024-03-10 13:23:41,522 INFO] H-67	oh no ! i hope you did n't get hurt .
[2024-03-10 13:23:41,522 INFO] S-68	<CLS> I miss my mum. I'm just crying a lot today and.I'm really depressed because I miss my mum <SEP>
[2024-03-10 13:23:41,522 INFO] T-68	<BOS> I'm sorry, my friend. I lost my mum too, two years ago. I feel your pain but it'll get better for you, I promise. <EOS>
[2024-03-10 13:23:41,522 INFO] H-68	i 'm sorry to hear that .
[2024-03-10 13:23:41,522 INFO] S-69	<CLS> I hate the good days. I'm really starting to hate any good days that I may have. I get one every month or so and it's quite possibly worse than just being depressed. It dosent matter how happy I am or how much I try, I know it will be right back. And worse than a normal day. After a few hours I fall right back down. I honestly don't know why I'm still alive. My life has just been a series of fuck ups. I should be a functioning adult by now and yet I can barely think straight. I'm just running in circles, I do the minimum to survive. Daydreaming is my only escape and even my depression is inhibiting that. Why, why me, why any of us. I wouldn't wish this on my worst enemy. <SEP>
